Row #{0}: Serial No {1} is already selected.,Dòng #{0}: Số seri {1} đã được chọn.,
Row #{0}: Serial No(s) {1} are not a part of the linked Subcontracting Inward Order. Please select valid Serial No(s).,Dòng #{0}: Số seri {1} không thuộc Lệnh gia công vào liên kết. Vui lòng chọn Số seri hợp lệ.,
Row #{0}: Service End Date cannot be before Invoice Posting Date,Dòng #{0}: Ngày kết thúc dịch vụ không thể trước Ngày ghi hóa đơn,
Row #{0}: Service Start Date cannot be greater than Service End Date,Dòng #{0}: Ngày bắt đầu dịch vụ không thể lớn hơn Ngày kết thúc dịch vụ,
Row #{0}: Service Start and End Date is required for deferred accounting,Dòng #{0}: Bắt buộc nhập Ngày bắt đầu và kết thúc dịch vụ cho kế toán hoãn lại,
Row #{0}: Set Supplier for item {1},Dòng #{0}: Đặt NCC cho sản phẩm {1},
Row #{0}: Since 'Track Semi Finished Goods' is enabled,Dòng #{0}: Vì 'Theo dõi Bán thành phẩm' đã bật,
Row #{0}: Source Warehouse must be same as Customer Warehouse {1} from the linked Subcontracting Inward Order,Dòng #{0}: Kho nguồn phải giống Kho khách hàng {1} từ Lệnh gia công vào liên kết,
Row #{0}: Source Warehouse {1} for item {2} cannot be a customer warehouse.,Dòng #{0}: Kho nguồn {1} cho sản phẩm {2} không được là kho khách hàng.,
Row #{0}: Source Warehouse {1} for item {2} must be same as Source Warehouse {3} in the Work Order.,Dòng #{0}: Kho nguồn {1} cho sản phẩm {2} phải giống Kho nguồn {3} trong Lệnh sản xuất.,
Row #{0}: Source and Target Warehouse cannot be the same for Material Transfer,Dòng #{0}: Kho nguồn và Kho đích không được giống nhau khi Chuyển kho,
Row #{0}: Source,Dòng #{0}: Nguồn,
Row #{0}: Start Time must be before End Time,Dòng #{0}: Giờ bắt đầu phải trước Giờ kết thúc,
Row #{0}: Status is mandatory,Dòng #{0}: Bắt buộc nhập Trạng thái,
Row #{0}: Status must be {1} for Invoice Discounting {2},Dòng #{0}: Trạng thái phải là {1} cho Chiết khấu Hóa đơn {2},
Row #{0}: Stock cannot be reserved for Item {1} against a disabled Batch {2}.,Dòng #{0}: Không thể đặt trước kho cho Sản phẩm {1} theo Lô đã tắt {2}.,
Row #{0}: Stock cannot be reserved for a non-stock Item {1},Dòng #{0}: Không thể đặt trước kho cho Sản phẩm phi kho {1},
Row #{0}: Stock cannot be reserved in group warehouse {1}.,Dòng #{0}: Không thể đặt trước kho trong kho nhóm {1}.,
Row #{0}: Stock is already reserved for the Item {1}.,Dòng #{0}: Đã đặt trước kho cho Sản phẩm {1}.,
Row #{0}: Stock is reserved for item {1} in warehouse {2}.,Dòng #{0}: Đã đặt trước kho cho sản phẩm {1} tại kho {2}.,
Row #{0}: Stock not available to reserve for Item {1} against Batch {2} in Warehouse {3}.,Dòng #{0}: Không có tồn kho để đặt trước cho Sản phẩm {1} theo Lô {2} tại Kho {3}.,
Row #{0}: Stock not available to reserve for the Item {1} in Warehouse {2}.,Dòng #{0}: Không có tồn kho để đặt trước cho Sản phẩm {1} tại Kho {2}.,
Row #{0}: Stock quantity {1} ({2}) for item {3} cannot exceed {4},Dòng #{0}: Số lượng tồn kho {1} ({2}) cho sản phẩm {3} không được vượt {4},
Row #{0}: Target Warehouse must be same as Customer Warehouse {1} from the linked Subcontracting Inward Order,Dòng #{0}: Kho đích phải giống Kho khách hàng {1} từ Lệnh gia công vào liên kết,
Row #{0}: The batch {1} has already expired.,Dòng #{0}: Lô {1} đã hết hạn.,
Row #{0}: The warehouse {1} is not a child warehouse of a group warehouse {2},Dòng #{0}: Kho {1} không phải kho con của kho nhóm {2},
Row #{0}: The {1} Component has the options {2} and {3} enabled.,Dòng #{0}: Thành phần {1} đã bật các tùy chọn {2} và {3}.,
Row #{0}: Timesheet amount will overwrite the Earning component amount for the Salary Component {1},Dòng #{0}: Số tiền Timesheet sẽ ghi đè số tiền thành phần Thu nhập cho Thành phần Lương {1},
Row #{0}: Timings conflicts with row {1},Dòng #{0}: Thời gian xung đột với dòng {1},
Row #{0}: Total Number of Depreciations cannot be less than or equal to Opening Number of Booked Depreciations,Dòng #{0}: Tổng số lần khấu hao không được nhỏ hơn hoặc bằng Số lần khấu hao đầu kỳ,
Row #{0}: Total Number of Depreciations must be greater than zero,Dòng #{0}: Tổng số lần khấu hao phải lớn hơn 0,
Row #{0}: Warehouse {1} does not match with the warehouse {2} in Serial and Batch Bundle {3}.,Dòng #{0}: Kho {1} không khớp với kho {2} trong Gói Số seri và Lô {3}.,
Row #{0}: Withholding Amount {1} does not match calculated amount {2}.,Dòng #{0}: Số tiền khấu trừ {1} không khớp số tiền tính được {2}.,
Row #{0}: Work Order exists against full or partial quantity of Item {1},Dòng #{0}: Lệnh sản xuất tồn tại cho toàn bộ hoặc một phần SL của Sản phẩm {1},
Row #{0}: You must select an Asset for Item {1}.,Dòng #{0}: Bạn phải chọn Tài sản cho Sản phẩm {1}.,
Row #{0}: {1} can not be negative for item {2},Dòng #{0}: {1} không được âm cho sản phẩm {2},
Row #{0}: {1} is not a valid reading field. Please refer to the field description.,Dòng #{0}: {1} không phải trường đọc hợp lệ. Vui lòng xem mô tả trường.,
Row #{0}: {1} is required to create the Opening {2} Invoices,Dòng #{0}: Bắt buộc nhập {1} để tạo Hóa đơn {2} đầu kỳ,
Row #{0}: {1} of {2} should be {3}. Please update the {1} or select a different account.,Dòng #{0}: {1} của {2} phải là {3}. Vui lòng cập nhật {1} hoặc chọn tài khoản khác.,
Row #{0}:Quantity for Item {1} cannot be zero.,Dòng #{0}: Số lượng cho Sản phẩm {1} không được bằng 0.,
Row #{1}: Warehouse is mandatory for stock Item {0},Dòng #{1}: Bắt buộc nhập Kho cho Sản phẩm lưu kho {0},
Row #{idx}: Cannot select Supplier Warehouse while suppling raw materials to subcontractor.,Dòng #{idx}: Không thể chọn Kho NCC khi cung cấp nguyên liệu cho đơn vị gia công.,
Row #{idx}: Item rate has been updated as per valuation rate since its an internal stock transfer.,Dòng #{idx}: Đơn giá sản phẩm đã cập nhật theo giá định giá vì là chuyển kho nội bộ.,
Row #{idx}: Please enter a location for the asset item {item_code}.,Dòng #{idx}: Vui lòng nhập vị trí cho tài sản {item_code}.,
Row #{idx}: Received Qty must be equal to Accepted + Rejected Qty for Item {item_code}.,Dòng #{idx}: SL nhận phải bằng SL chấp nhận + SL từ chối cho Sản phẩm {item_code}.,
Row #{idx}: {field_label} can not be negative for item {item_code}.,Dòng #{idx}: {field_label} không được âm cho sản phẩm {item_code}.,
Row #{idx}: {field_label} is mandatory.,Dòng #{idx}: Bắt buộc nhập {field_label}.,
Row #{idx}: {from_warehouse_field} and {to_warehouse_field} cannot be same.,Dòng #{idx}: {from_warehouse_field} và {to_warehouse_field} không được giống nhau.,
Row #{idx}: {schedule_date} cannot be before {transaction_date}.,Dòng #{idx}: {schedule_date} không thể trước {transaction_date}.,
Row #{}: Currency of {} - {} doesn't matches company currency.,Dòng #{}: Tiền tệ của {} - {} không khớp tiền tệ công ty.,
Row #{}: Either Party ID or Party Name is required,Dòng #{}: Bắt buộc nhập ID Đối tác hoặc Tên Đối tác,
Row #{}: Fieldname is required,Dòng #{}: Bắt buộc nhập Tên trường,
Row #{}: Finance Book should not be empty since you're using multiple.,Dòng #{}: Sổ Tài chính không được rỗng vì bạn đang dùng nhiều sổ.,
Row #{}: POS Invoice {} has been {},Dòng #{}: Hóa đơn POS {} đã {},
Row #{}: POS Invoice {} is not against customer {},Dòng #{}: Hóa đơn POS {} không thuộc khách hàng {},
Row #{}: POS Invoice {} is not submitted yet,Dòng #{}: Hóa đơn POS {} chưa được gửi,
Row #{}: Party ID is required,Dòng #{}: Bắt buộc nhập ID Đối tác,
Row #{}: Please assign task to a member.,Dòng #{}: Vui lòng phân công nhiệm vụ cho thành viên.,
Row #{}: Please use a different Finance Book.,Dòng #{}: Vui lòng dùng Sổ Tài chính khác.,
Row #{}: Serial No {} cannot be returned since it was not transacted in original invoice {},Dòng #{}: Không thể trả lại Số seri {} vì không có trong hóa đơn gốc {},
Row #{}: The original Invoice {} of return invoice {} is not consolidated.,Dòng #{}: Hóa đơn gốc {} của hóa đơn trả lại {} chưa được hợp nhất.,
Row #{}: You cannot add positive quantities in a return invoice. Please remove item {} to complete the return.,Dòng #{}: Không thể thêm SL dương vào hóa đơn trả lại. Vui lòng xóa sản phẩm {} để hoàn tất trả lại.,
Row #{}: item {} has been picked already.,Dòng #{}: Sản phẩm {} đã được chọn.,
Row #{}: {},Dòng #{}: {},
Row #{}: {} {} does not exist.,Dòng #{}: {} {} không tồn tại.,
Row #{}: {} {} doesn't belong to Company {}. Please select valid {}.,Dòng #{}: {} {} không thuộc Công ty {}. Vui lòng chọn {} hợp lệ.,
Row No {0}: Amount cannot be greater than the Outstanding Amount against Expense Claim {1}. Outstanding Amount is {2},Dòng số {0}: Số tiền không được lớn hơn Số dư nợ của Đề nghị thanh toán {1}. Số dư nợ là {2},
Row No {0}: Warehouse is required. Please set a Default Warehouse for Item {1} and Company {2},Dòng số {0}: Bắt buộc nhập Kho. Vui lòng đặt Kho mặc định cho Sản phẩm {1} và Công ty {2},
Row {0},Dòng {0},
Row {0} : Operation is required against the raw material item {1},Dòng {0}: Bắt buộc nhập Công đoạn cho nguyên liệu {1},
Row {0} picked quantity is less than the required quantity,Dòng {0} số lượng đã chọn nhỏ hơn số lượng yêu cầu,
Row {0}# Allocated amount {1} cannot be greater than unclaimed amount {2},Dòng {0}# Số tiền phân bổ {1} không được lớn hơn số tiền chưa yêu cầu {2},
Row {0}# Item {1} not found in 'Raw Materials Supplied' table in {2} {3},Dòng {0}# Không tìm thấy Sản phẩm {1} trong bảng 'Nguyên liệu đã cấp' trong {2} {3},
Row {0}# Paid Amount cannot be greater than Encashment amount,Dòng {0}# Số tiền đã trả không được lớn hơn số tiền quy đổi,
Row {0}# Paid Amount cannot be greater than Total amount,Dòng {0}# Số tiền đã trả không được lớn hơn Tổng số tiền,
Row {0}# Paid Amount cannot be greater than requested advance amount,Dòng {0}# Số tiền đã trả không được lớn hơn số tiền tạm ứng yêu cầu,
Row {0}: Accepted Qty and Rejected Qty can't be zero at the same time.,Dòng {0}: SL chấp nhận và SL từ chối không được đồng thời bằng 0.,
Row {0}: Account {1} and Party Type {2} have different account types,Dòng {0}: Tài khoản {1} và Loại đối tác {2} có loại tài khoản khác nhau,
Row {0}: Activity Type is mandatory.,Dòng {0}: Bắt buộc nhập Loại hoạt động.,
Row {0}: Advance against Customer must be credit,Dòng {0}: Tạm ứng cho Khách hàng phải là ghi có,
Row {0}: Advance against Supplier must be debit,Dòng {0}: Tạm ứng cho NCC phải là ghi nợ,
Row {0}: Allocated amount {1} must be less than or equal to invoice outstanding amount {2},Dòng {0}: Số tiền phân bổ {1} phải nhỏ hơn hoặc bằng số dư nợ hóa đơn {2},
Row {0}: Allocated amount {1} must be less than or equal to remaining payment amount {2},Dòng {0}: Số tiền phân bổ {1} phải nhỏ hơn hoặc bằng số tiền thanh toán còn lại {2},
Row {0}: As {1} is enabled,Dòng {0}: Vì {1} đang bật,
Row {0}: Bill of Materials not found for the Item {1},Dòng {0}: Không tìm thấy BOM cho Sản phẩm {1},
Row {0}: Both Debit and Credit values cannot be zero,Dòng {0}: Giá trị Nợ và Có không được đồng thời bằng 0,
Row {0}: Conversion Factor is mandatory,Dòng {0}: Bắt buộc nhập Hệ số quy đổi,
Row {0}: Cost Center {1} does not belong to Company {2},Dòng {0}: Trung tâm Chi phí {1} không thuộc Công ty {2},
Row {0}: Cost center is required for an item {1},Dòng {0}: Bắt buộc nhập Trung tâm Chi phí cho sản phẩm {1},
Row {0}: Credit entry can not be linked with a {1},Dòng {0}: Bút toán Có không thể liên kết với {1},
Row {0}: Currency of the BOM #{1} should be equal to the selected currency {2},Dòng {0}: Tiền tệ của BOM #{1} phải bằng tiền tệ đã chọn {2},
Row {0}: Debit entry can not be linked with a {1},Dòng {0}: Bút toán Nợ không thể liên kết với {1},
Row {0}: Delivery Warehouse ({1}) and Customer Warehouse ({2}) can not be same,Dòng {0}: Kho giao ({1}) và Kho khách ({2}) không được giống nhau,
Row {0}: Delivery Warehouse cannot be same as Customer Warehouse for Item {1}.,Dòng {0}: Kho giao không được giống Kho khách cho Sản phẩm {1}.,
Row {0}: Due Date in the Payment Terms table cannot be before Posting Date,Dòng {0}: Hạn thanh toán trong bảng Điều khoản thanh toán không thể trước Ngày ghi,
Row {0}: Either Delivery Note Item or Packed Item reference is mandatory.,Dòng {0}: Bắt buộc tham chiếu Phiếu giao hàng hoặc Sản phẩm đóng gói.,
Row {0}: Exchange Rate is mandatory,Dòng {0}: Bắt buộc nhập Tỷ giá,
Row {0}: Expected Value After Useful Life cannot be negative,Dòng {0}: Giá trị dự kiến sau thời gian sử dụng không được âm,
Row {0}: Expected Value After Useful Life must be less than Net Purchase Amount,Dòng {0}: Giá trị dự kiến sau thời gian sử dụng phải nhỏ hơn Số tiền Mua ròng,
Row {0}: Expense Account {1} is linked to company {2}. Please select an account belonging to company {3}.,Dòng {0}: Tài khoản chi phí {1} liên kết với công ty {2}. Vui lòng chọn tài khoản thuộc công ty {3}.,
Row {0}: Expense Head changed to {1} as no Purchase Receipt is created against Item {2}.,Dòng {0}: Đầu chi phí đổi thành {1} vì chưa tạo Phiếu nhập cho Sản phẩm {2}.,
Row {0}: Expense Head changed to {1} because account {2} is not linked to warehouse {3} or it is not the default inventory account,Dòng {0}: Đầu chi phí đổi thành {1} vì tài khoản {2} không liên kết với kho {3} hoặc không phải tài khoản hàng tồn kho mặc định,
Row {0}: Expense Head changed to {1} because expense is booked against this account in Purchase Receipt {2},Dòng {0}: Đầu chi phí đổi thành {1} vì chi phí được ghi nhận vào tài khoản này trong Phiếu nhập {2},
Row {0}: For Supplier {1},Dòng {0}: Đối với NCC {1},
Row {0}: From (Year) can not be greater than To (Year),Dòng {0}: Từ (Năm) không được lớn hơn Đến (Năm),
Row {0}: From Time and To Time is mandatory.,Dòng {0}: Bắt buộc nhập Từ giờ và Đến giờ.,
Row {0}: From Time and To Time of {1} is overlapping with {2},Dòng {0}: Từ giờ và Đến giờ của {1} trùng với {2},
Row {0}: From Warehouse is mandatory for internal transfers,Dòng {0}: Bắt buộc nhập Từ kho cho chuyển nội bộ,
Row {0}: From time must be less than to time,Dòng {0}: Từ giờ phải nhỏ hơn đến giờ,
Row {0}: Goal Score cannot be greater than {1},Dòng {0}: Điểm mục tiêu không được lớn hơn {1},
Row {0}: Hours value must be greater than zero.,Dòng {0}: Giá trị Giờ phải lớn hơn 0.,
Row {0}: Invalid reference {1},Dòng {0}: Tham chiếu không hợp lệ {1},
Row {0}: Item Tax template updated as per validity and rate applied,Dòng {0}: Mẫu Thuế sản phẩm đã cập nhật theo hiệu lực và tỷ lệ áp dụng,
Row {0}: Item rate has been updated as per valuation rate since its an internal stock transfer,Dòng {0}: Đơn giá sản phẩm đã cập nhật theo giá định giá vì là chuyển kho nội bộ,
Row {0}: Item {1} must be a stock item.,Dòng {0}: Sản phẩm {1} phải là sản phẩm lưu kho.,
Row {0}: Item {1} must be a subcontracted item.,Dòng {0}: Sản phẩm {1} phải là sản phẩm gia công.,
Row {0}: Item {1} must be linked to a {2}.,Dòng {0}: Sản phẩm {1} phải được liên kết với {2}.,
Row {0}: Item {1}'s quantity cannot be higher than the available quantity.,Dòng {0}: Số lượng Sản phẩm {1} không được cao hơn số lượng khả dụng.,
Row {0}: Not allowed to disable Mandatory for standard fields,Dòng {0}: Không được phép tắt Bắt buộc cho trường chuẩn,
Row {0}: Not allowed to enable Allow on Submit for standard fields,Dòng {0}: Không được phép bật Cho phép khi Gửi cho trường chuẩn,
Row {0}: Operation time should be greater than 0 for operation {1},Dòng {0}: Thời gian công đoạn phải lớn hơn 0 cho công đoạn {1},
Row {0}: Packed Qty must be equal to {1} Qty.,Dòng {0}: SL đóng gói phải bằng SL {1}.,
Row {0}: Packing Slip is already created for Item {1}.,Dòng {0}: Đã tạo Phiếu đóng gói cho Sản phẩm {1}.,
Row {0}: Paid amount {1} is greater than pending accrued amount {2} against loan {3},Dòng {0}: Số tiền đã trả {1} lớn hơn số tiền dồn tích chưa xử lý {2} cho khoản vay {3},
Row {0}: Party / Account does not match with {1} / {2} in {3} {4},Dòng {0}: Đối tác / Tài khoản không khớp với {1} / {2} trong {3} {4},
Row {0}: Party Type and Party is required for Receivable / Payable account {1},Dòng {0}: Bắt buộc nhập Loại đối tác và Đối tác cho tài khoản Phải thu / Phải trả {1},
Row {0}: Payment Term is mandatory,Dòng {0}: Bắt buộc nhập Điều khoản thanh toán,
Row {0}: Payment against Sales/Purchase Order should always be marked as advance,Dòng {0}: Thanh toán cho Đơn bán/mua hàng phải luôn được đánh dấu là tạm ứng,
Row {0}: Please check 'Is Advance' against Account {1} if this is an advance entry.,Dòng {0}: Vui lòng tick 'Là tạm ứng' cho Tài khoản {1} nếu đây là bút toán tạm ứng.,
Row {0}: Please provide a valid Delivery Note Item or Packed Item reference.,Dòng {0}: Vui lòng cung cấp tham chiếu Phiếu giao hàng hoặc Sản phẩm đóng gói hợp lệ.,
Row {0}: Please select a BOM for Item {1}.,Dòng {0}: Vui lòng chọn BOM cho Sản phẩm {1}.,
Row {0}: Please select an active BOM for Item {1}.,Dòng {0}: Vui lòng chọn BOM đang hoạt động cho Sản phẩm {1}.,
Row {0}: Please select an valid BOM for Item {1}.,Dòng {0}: Vui lòng chọn BOM hợp lệ cho Sản phẩm {1}.,
Row {0}: Please set at Tax Exemption Reason in Sales Taxes and Charges,Dòng {0}: Vui lòng đặt Lý do miễn thuế trong Thuế & Phí bán hàng,
Row {0}: Please set the Mode of Payment in Payment Schedule,Dòng {0}: Vui lòng đặt Phương thức thanh toán trong Lịch thanh toán,
Row {0}: Please set the correct code on Mode of Payment {1},Dòng {0}: Vui lòng đặt mã đúng cho Phương thức thanh toán {1},
Row {0}: Project must be same as the one set in the Timesheet: {1}.,Dòng {0}: Dự án phải giống dự án đặt trong Timesheet: {1}.,
Row {0}: Purchase Invoice {1} has no stock impact.,Dòng {0}: Hóa đơn mua hàng {1} không ảnh hưởng tồn kho.,
Row {0}: Qty cannot be greater than {1} for the Item {2}.,Dòng {0}: SL không được lớn hơn {1} cho Sản phẩm {2}.,
Row {0}: Qty in Stock UOM can not be zero.,Dòng {0}: SL theo ĐVT kho không được bằng 0.,
Row {0}: Qty must be greater than 0.,Dòng {0}: SL phải lớn hơn 0.,
Row {0}: Quantity cannot be negative.,Dòng {0}: Số lượng không được âm.,
Row {0}: Quantity not available for {4} in warehouse {1} at posting time of the entry ({2} {3}),Dòng {0}: Không có SL khả dụng cho {4} tại kho {1} vào thời điểm ghi bút toán ({2} {3}),
Row {0}: Sales Invoice {1} is already created for {2},Dòng {0}: Đã tạo Hóa đơn bán hàng {1} cho {2},
Row {0}: Shift cannot be changed since the depreciation has already been processed,Dòng {0}: Không thể đổi Ca vì đã xử lý khấu hao,
Row {0}: Subcontracted Item is mandatory for the raw material {1},Dòng {0}: Bắt buộc nhập Sản phẩm gia công cho nguyên liệu {1},
Row {0}: Target Warehouse is mandatory for internal transfers,Dòng {0}: Bắt buộc nhập Kho đích cho chuyển nội bộ,
Row {0}: Task {1} does not belong to Project {2},Dòng {0}: Nhiệm vụ {1} không thuộc Dự án {2},
Row {0}: The entire expense amount for account {1} in {2} has already been allocated.,Dòng {0}: Toàn bộ số tiền chi phí cho tài khoản {1} trong {2} đã được phân bổ.,
Row {0}: The item {1},Dòng {0}: Sản phẩm {1},
Row {0}: The {3} Account {1} does not belong to the company {2},Dòng {0}: Tài khoản {3} {1} không thuộc công ty {2},
Row {0}: To set {1} periodicity,Dòng {0}: Để đặt chu kỳ {1},
Row {0}: Transferred quantity cannot be greater than the requested quantity.,Dòng {0}: SL đã chuyển không được lớn hơn SL yêu cầu.,
Row {0}: UOM Conversion Factor is mandatory,Dòng {0}: Bắt buộc nhập Hệ số quy đổi ĐVT,
Row {0}: Warehouse is required,Dòng {0}: Bắt buộc nhập Kho,
Row {0}: Warehouse {1} is linked to company {2}. Please select a warehouse belonging to company {3}.,Dòng {0}: Kho {1} liên kết với công ty {2}. Vui lòng chọn kho thuộc công ty {3}.,
Row {0}: Workstation or Workstation Type is mandatory for an operation {1},Dòng {0}: Bắt buộc nhập Trạm hoặc Loại trạm cho công đoạn {1},
Row {0}: user has not applied the rule {1} on the item {2},Dòng {0}: Người dùng chưa áp dụng quy tắc {1} cho sản phẩm {2},
Row {0}: {1},Dòng {0}: {1},
Row {0}: {1} account already applied for Accounting Dimension {2},Dòng {0}: Tài khoản {1} đã được áp dụng cho Chiều Kế toán {2},
Row {0}: {1} is required in the expenses table to book an expense claim.,Dòng {0}: Bắt buộc nhập {1} trong bảng chi phí để ghi nhận đề nghị thanh toán.,
Row {0}: {1} must be greater than 0,Dòng {0}: {1} phải lớn hơn 0,
Row {0}: {1} {2} cannot be same as {3} (Party Account) {4},Dòng {0}: {1} {2} không được giống {3} (Tài khoản đối tác) {4},
Row {0}: {1} {2} does not match with {3},Dòng {0}: {1} {2} không khớp với {3},
Row {0}: {1} {2} is linked to company {3}. Please select a document belonging to company {4}.,Dòng {0}: {1} {2} liên kết với công ty {3}. Vui lòng chọn tài liệu thuộc công ty {4}.,
Row {0}: {2} Item {1} does not exist in {2} {3},Dòng {0}: Sản phẩm {2} {1} không tồn tại trong {2} {3},
Row {1}: Quantity ({0}) cannot be a fraction. To allow this,Dòng {1}: Số lượng ({0}) không được là phân số. Để cho phép,
Row {idx}: Asset Naming Series is mandatory for the auto creation of assets for item {item_code}.,Dòng {idx}: Bắt buộc nhập Chuỗi đặt tên tài sản để tự động tạo tài sản cho sản phẩm {item_code}.,
Row({0}): Outstanding Amount cannot be greater than actual Outstanding Amount {1} in {2},Dòng ({0}): Số dư nợ không được lớn hơn Số dư nợ thực tế {1} trong {2},
Row({0}): {1} is already discounted in {2},Dòng ({0}): {1} đã được chiết khấu trong {2},
Rows Added in {0},Đã thêm dòng trong {0},
Rows Removed in {0},Đã xóa dòng trong {0},
Rows with duplicate due dates in other rows were found: {0},Tìm thấy dòng có hạn thanh toán trùng với dòng khác: {0},
Rows: {0} have 'Payment Entry' as reference_type. This should not be set manually.,Các dòng: {0} có 'Payment Entry' là reference_type. Không nên đặt thủ công.,
Rows: {0} in {1} section are Invalid. Reference Name should point to a valid Payment Entry or Journal Entry.,Các dòng: {0} trong phần {1} không hợp lệ. Tên tham chiếu phải trỏ đến Bút toán thanh toán hoặc Bút toán nhật ký hợp lệ.,
SLA is on hold since {0},SLA đang tạm dừng từ {0},
SLA will be applied if {1} is set as {2}{3},SLA sẽ áp dụng nếu {1} được đặt là {2}{3},
SLA will be applied on every {0},SLA sẽ áp dụng cho mọi {0},
"SQL Conditions. Example: {""status"" : ""open""","Điều kiện SQL. Ví dụ: {""status"" : ""open""",
SQL functions are not allowed as strings in SELECT: {0}. Use dict syntax like {{'COUNT': '*'}} instead.,Không cho phép hàm SQL dạng chuỗi trong SELECT: {0}. Dùng cú pháp dict như {{'COUNT': '*'}} thay thế.,
Salary Component {0} cannot be selected more than once in Employee Benefits,Thành phần Lương {0} không được chọn nhiều hơn một lần trong Phúc lợi Nhân viên,
Salary Component {0} is currently not used in any Salary Structure.,Thành phần Lương {0} hiện không được dùng trong Cấu trúc lương nào.,
Salary Component {0} must be of type 'Earning' to be used in Employee Benefit Ledger,Thành phần Lương {0} phải là loại 'Thu nhập' để dùng trong Sổ Phúc lợi Nhân viên,
Salary Slip already exists for {0} for the given dates,Đã tồn tại Phiếu lương cho {0} trong khoảng ngày đã cho,
Salary Slip of employee {0} already created for this period,Phiếu lương của nhân viên {0} đã được tạo cho kỳ này,
Salary Slip of employee {0} already created for time sheet {1},Phiếu lương của nhân viên {0} đã được tạo cho timesheet {1},
Salary Slip {0} failed for Payroll Entry {1},Phiếu lương {0} thất bại cho Bút toán lương {1},
Salary Slip {0} failed. You can resolve the {1} and retry {0}.,Phiếu lương {0} thất bại. Bạn có thể xử lý {1} và thử lại {0}.,
Salary Slips already exist for employees {},Đã tồn tại Phiếu lương cho nhân viên {},
Salary Slips submitted for period from {0} to {1},Đã gửi Phiếu lương cho kỳ từ {0} đến {1},
Salary Structure Assignment not found for employee {0} on date {1},Không tìm thấy Phân công Cấu trúc lương cho nhân viên {0} vào ngày {1},
Salary Structure must be submitted before submission of {0},Cấu trúc lương phải được gửi trước khi gửi {0},
Salary Structure not assigned for employee {0} for date {1},Chưa phân công Cấu trúc lương cho nhân viên {0} vào ngày {1},
Salary Structure {0} does not belong to company {1},Cấu trúc lương {0} không thuộc công ty {1},
Salary Withholding {0} already exists for employee {1} for the selected period,Đã tồn tại Giữ lại lương {0} cho nhân viên {1} trong kỳ đã chọn,
Salary already processed for period between {0} and {1},Lương đã được xử lý cho kỳ từ {0} đến {1},
Salary slip emails have been enqueued for sending. Check {0} for status.,Đã xếp hàng gửi email phiếu lương. Kiểm tra {0} để xem trạng thái.,
Sales Invoice isn't created by user {},Hóa đơn bán hàng không do người dùng {} tạo,
Sales Invoice {0} has already been submitted,Hóa đơn bán hàng {0} đã được gửi,
Sales Invoice {0} must be deleted before cancelling this Sales Order,Phải xóa Hóa đơn bán hàng {0} trước khi hủy Đơn bán hàng này,
Sales Order required for Item {0},Bắt buộc có Đơn bán hàng cho Sản phẩm {0},
Sales Order {0} already exists against Customer's Purchase Order {1}. To allow multiple Sales Orders,Đã tồn tại Đơn bán hàng {0} cho Đơn mua của khách {1}. Để cho phép nhiều Đơn bán hàng,
Sales Order {0} is not submitted,Đơn bán hàng {0} chưa được gửi,
Sales Order {0} is not valid,Đơn bán hàng {0} không hợp lệ,
Sales Order {0} is {1},Đơn bán hàng {0} đang {1},
Sample quantity {0} cannot be more than received quantity {1},Số lượng mẫu {0} không được lớn hơn số lượng đã nhận {1},
Sanctioned Amount cannot be greater than Claim Amount in Row {0}.,Số tiền phê duyệt không được lớn hơn Số tiền đề nghị tại Dòng {0}.,
Scan barcode for item {0},Quét mã vạch cho sản phẩm {0},
Scheduled execution for script {0} has updated,Đã cập nhật lịch chạy cho script {0},
Search field {0} is not valid,Trường tìm kiếm {0} không hợp lệ,
Search for {0},Tìm kiếm {0},
See the document at {0},Xem tài liệu tại {0},
Select Fields (Up to {0}),Chọn trường (Tối đa {0}),
Select Table Columns for {0},Chọn cột bảng cho {0},
Select a group {0} first.,Chọn nhóm {0} trước.,
Select finance book for the item {0} at row {1},Chọn sổ tài chính cho sản phẩm {0} tại dòng {1},
Select variant item code for the template item {0},Chọn mã biến thể cho sản phẩm mẫu {0},
Select {0},Chọn {0},
Selected employee advance is not of employee {0},Tạm ứng nhân viên đã chọn không phải của nhân viên {0},
Selected employee advance is not of employee {},Tạm ứng nhân viên đã chọn không phải của nhân viên {},
Self Appraisal Pending: {0},Đang chờ Tự đánh giá: {0},
Sell quantity cannot exceed the asset quantity. Asset {0} has only {1} item(s).,SL bán không được vượt SL tài sản. Tài sản {0} chỉ có {1} sản phẩm.,
Sending Failed due to missing email information for employee(s): {1},Gửi thất bại do thiếu thông tin email cho nhân viên: {1},
Sent Successfully: {0},Đã gửi thành công: {0},
Serial No is mandatory for Item {0},Bắt buộc nhập Số seri cho Sản phẩm {0},
Serial No {0} already exists,Số seri {0} đã tồn tại,
Serial No {0} already scanned,Số seri {0} đã được quét,
Serial No {0} does not belong to Delivery Note {1},Số seri {0} không thuộc Phiếu giao hàng {1},
Serial No {0} does not belong to Item {1},Số seri {0} không thuộc Sản phẩm {1},
Serial No {0} does not exist,Số seri {0} không tồn tại,
Serial No {0} does not exists,Số seri {0} không tồn tại,
